,Unnamed: 0,Item Number,Product Title,cat,Level,reco1,title1,reco2,title2,reco3,title3,reco4,title4,reco5,title5,reco_cat,item_cde
1122,1122,10043114,"Rhino-X® 16-Mic Clear HDPE Can Liner Roll (40 in. x 48 in., 250-Piece)","Towels, Tissues_Toilet Tissue_Jumbo Roll",Product,10059494,"Rhino-X® 8-Mic Clear HDPE Can Liner Roll (30 in. x 37 in., 500-Piece)",10113721.0,"Clorox Healthcare® White Clean-Up Disinfectant Cleaner With Bleach (32 oz., 1-Piece)",10227691.0,"Pacific Blue Select™ Embossed 2-Ply White Standard Toilet Paper Roll (4 in. x 4.05 in., 550 Tissues/PK, 80 PK/CS)",10248396.0,"Spartan Pale Blue Clean by Peroxy Multi-Purpose Cleaner (68 oz., 4-Piece)",10624692.0,"Clorox Healthcare® White Germicidal Bleach (121 oz., 3-Piece)",,"[20037330, 10098323, 10389081, 10366590, 10396065]"
1123,1123,10957780,"Reliable 0.62-Mil 50-56 Gal Natural HDPE Can Liners (36 in. x 60 in., 200-Piece)","Towels, Tissues_Toilet Tissue_Jumbo Roll",Cat 3,20037330.0,,10098323.0,,10389081.0,,10366590.0,,10396065.0,,Can Liners_High Density,"[20037330, 10098323, 10389081, 10366590, 10396065]"
1124,1124,10959458,"Reliable Brand® .7 mil LLDPE Clear Can Liner (38 in. x 58 in., 25 Liners/RL, 200 Liners/CS)","Towels, Tissues_Toilet Tissue_Jumbo Roll",Cat 3,20037330.0,,10098323.0,,10389081.0,,10366590.0,,10396065.0,,Can Liners_High Density,"[20037330, 10098323, 10389081, 10366590, 10396065]"
1125,1125,10063276,"Berry® 22-Mic Clear High Density Can Liner Roll (43 in. x 48 in., 150-Piece)","Towels, Tissues_Toilet Tissue_Jumbo Roll",Cat 3,20037330.0,,10098323.0,,10389081.0,,10366590.0,,10396065.0,,Can Liners_High Density,"[20037330, 10098323, 10389081, 10366590, 10396065]"
1126,1126,10805844,"Reliable Brand® 1.5-Mil Black LLDPE Can Liner (38 in. x 58 in., 100-Piece)","Towels, Tissues_Toilet Tissue_Jumbo Roll",Product,10093052,"Enmotion® 1-Ply White Paper Towel Roll (10 in. x 800 ft., 800 Towels/PK, 6 PK/CS)",10049675.0,"Compact® Coreless 2-Ply White Toilet Paper Roll (3.8 in. x 4 in., 1000 Tissues/PK, 36PK/CS)",10754656.0,"Reliable Brand® Green Fruity Floral Scent Foam Hand Soap (1250 ml., 3 Bottles/CS)",10805213.0,"Reliable Brand® 10-Mic Clear HDPE Can Liner (30 in. x 37 in., 500-Piece)",,,,"[20037330, 10098323, 10389081, 10366590, 10396065]"
1127,1127,10959461,"Reliable Brand® .7 mil LLDPE Black Can Liner (38 in. x 58 in., 25 Liners/RL, 200 Liners/CS)","Towels, Tissues_Toilet Tissue_Jumbo Roll",Cat 3,20037330.0,,10098323.0,,10389081.0,,10366590.0,,10396065.0,,Can Liners_High Density,"[20037330, 10098323, 10389081, 10366590, 10396065]"
1128,1128,10805846,"Reliable Brand® 1.7-Mil Black LLDPE Can Liner (38 in. x 58 in., 100-Piece)","Towels, Tissues_Toilet Tissue_Jumbo Roll",Product,20061921,"VGuard® White Spunbond Polypropylene Bouffant Cap (24 in, 100 Caps/BG, 10 BG/CS)",11056862.0,"Reliable Brand® 4-Ply White Cotton Dust Mop Head (5 in. x 36 in., 6-Piece)",,,,,,,,"[20037330, 10098323, 10389081, 10366590, 10396065]"
1129,1129,10961254,"Reliable Brand® 1.1-Mil Grey LLDPE Can Liner (43 in. x 47 in., 100-Piece)","Towels, Tissues_Toilet Tissue_Jumbo Roll",Cat 3,20037330.0,,10098323.0,,10389081.0,,10366590.0,,10396065.0,,Can Liners_High Density,"[20037330, 10098323, 10389081, 10366590, 10396065]"
1130,1130,10804847,"EDIC Grey/Blue Restroom Cleaning Machine Pressure Washer (39 in. x 37 in. x 22 in., 1 Washer/CS)","Towels, Tissues_Toilet Tissue_Jumbo Roll",Cat 3,20037330.0,,10098323.0,,10389081.0,,10366590.0,,10396065.0,,Can Liners_High Density,"[20037330, 10098323, 10389081, 10366590, 10396065]"
1131,1131,11108343,"Hospi-Tuff® 1.25-Mil Red Low Density Can Liner Roll (33 in. x 39 in., 200-Piece)","Towels, Tissues_Toilet Tissue_Jumbo Roll",Cat 3,20037330.0,,10098323.0,,10389081.0,,10366590.0,,10396065.0,,Can Liners_High Density,"[20037330, 10098323, 10389081, 10366590, 10396065]"
1132,1132,10695635,Plastilite Metallic Thermalast Bag (32 in. x 41 in. 150 Bags),"Towels, Tissues_Toilet Tissue_Jumbo Roll",Cat 3,20037330.0,,10098323.0,,10389081.0,,10366590.0,,10396065.0,,Can Liners_High Density,"[20037330, 10098323, 10389081, 10366590, 10396065]"
1133,1133,10572484,"Laddawn 2-Mil Clear LDPE Gaylord Liner (52 in. x 48 in. x 108 in., 40-Piece)","Towels, Tissues_Toilet Tissue_Jumbo Roll",Cat 3,20037330.0,,10098323.0,,10389081.0,,10366590.0,,10396065.0,,Can Liners_High Density,"[20037330, 10098323, 10389081, 10366590, 10396065]"
1134,1134,10822734,"General Data White Direct Thermal Label (4 in. x 8 in., 3750-Piece)","Towels, Tissues_Toilet Tissue_Jumbo Roll",Cat 3,20037330.0,,10098323.0,,10389081.0,,10366590.0,,10396065.0,,Can Liners_High Density,"[20037330, 10098323, 10389081, 10366590, 10396065]"
1135,1135,10559048,"Laddawn 2-Mil Clear LDPE Bottom Tape Bag (9 in. x 12 in., 1000-Piece)","Towels, Tissues_Toilet Tissue_Jumbo Roll",Cat 3,20037330.0,,10098323.0,,10389081.0,,10366590.0,,10396065.0,,Can Liners_High Density,"[20037330, 10098323, 10389081, 10366590, 10396065]"
1136,1136,10472296,"International Plastics Costum Clear LDPE Loose Bag (13 in. x 57 in., 250-Piece)",Chemicals_Ice Treatments,Cat 3,10420423.0,,10771997.0,,10151460.0,,10080880.0,,10247011.0,,Personal Hygiene_Personal Washcloths / Wipes / Cloth Towels,"[10420423, 10771997, 10151460, 10080880, 10247011]"
1137,1137,10564473,"Automated Packaging System White Extra Tuff Bag (6 in. x 8 in., 1500-Piece)",Chemicals_Ice Treatments,Cat 3,10420423.0,,10771997.0,,10151460.0,,10080880.0,,10247011.0,,Personal Hygiene_Personal Washcloths / Wipes / Cloth Towels,"[10420423, 10771997, 10151460, 10080880, 10247011]"
1138,1138,10564475,"Automated Packaging System Clear Extra Tuff Bag (8 in. x 10 in., 1250-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1139,1139,10472301,"International Plastics Clear Costum HDPE/LLDPE Loose Bag (10 in. x 90 in., 100-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1140,1140,10489052,"Laddawn 1.5-Mil Clear LDPE Gaylord Liner (48 in. x 40 in. x 78 in., 100-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1141,1141,10180707,"Laddawn 4-Mil Clear LDPE Gaylord Liner (51 in. x 49 in. x 85 in., 25-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1142,1142,10512217,"Laddawn 2-Mil Clear LDPE Zipper Reclosable Bag (13 in. x 18 in., 1000-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1143,1143,10472119,"Clearzip Clear International Plastics Bag (6 in. x 9 in., 1000-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1144,1144,10781151,"Id Images White Direct Thermal Transfer Label (4 in. x 6 in., 2000-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1145,1145,10783835,"Seaman White Wrapping Art And Craft Tissue (20 in. x 30 in., 960 Tissues/PK, 5 PK/CA)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1146,1146,10182986,"Laddawn 4-Mil Clear LDPE Gaylord Liner (52 in. x 48 in. x 96 in., 25-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1147,1147,10190720,"Laddawn 2-Mil Clear LDPE Layflat Bag (14 in. x 20 in., 1000-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1148,1148,10433331,"Laddawn 2-Mil Clear LDPE Reclosable Bag (6 in. x 9 in., 1000-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1149,1149,10422218,"Laddawn 2-Mil Clear LDPE Reclosable Bag (12 in. x 15 in., 1000-Piece)",Chemicals_Cleaners,Product,10934594,TUFflex® Clear Cushioning Bubble Wrap (48 in. x 250 ft.),11017425.0,Premier Protective Packaging Clear Bubble Bag (8 in. x 11 in.),,,,,,,,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1150,1150,10235632,"Laddawn 4-Mil Clear LDPE Gaylord Liner Roll (10 in. x 18000 in., 1-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1151,1151,10734043,"White Direct Thermal Label (4x6in.,450 Labels/RL, 4 RL/CS) Perf",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1152,1152,10130079,"Laddawn 2-Mil Clear LDPE Gaylord Liner (54 in. x 44 in. x 72 in., 60-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1153,1153,10820583,"Dnp Ims Black Thermal Transfer Ribbon (24012 in. x 4.17 in., 24-Roll)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1154,1154,10735651,"Id Images White Direct Thermal Transfer Label (4 in. x 3 in., 4000-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1155,1155,10155283,"Associated 1-Mil Clear LDPE Gusseted Bag (24 in. x 20 in. x 48 in., 100-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1156,1156,11089290,"Id Images White Direct Thermal Label (8.5 in. x 11 in., 1500-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1157,1157,10720471,"General Data White Uncoated Direct Thermal Label (4 in. x 6 in., 4000-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1158,1158,10797960,"Duro® 30-lbs Brown Merchandise Bags (14 in. x 3 in. x 21 in., 500-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1159,1159,10063950,"General Data White Direct Thermal Transfer Label (4 in. x 6 in., 4000-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1160,1160,10217910,"Laddawn 2-Mil Clear LDPE Gaylord Liner (54 in. x 44 in. x 96 in., 45-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1161,1161,10796040,"General Data White Direct Thermal Transfer Label (4 in. x 6 in., 5000-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1162,1162,10350681,"Laddawn 1.5-Mil Clear LDPE Doorknob Bag (10 in. x 15 in., 1000-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1163,1163,10023180,"Elkay 2-Mil Clear LDPE Flat Open Top Bags (10 in. x 12 in., 1000-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1164,1164,10218987,Daubert 6-Mil Metalguard Blue Premium Poly Bag (18 in. x 24 in.),Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1165,1165,10726486,"Id Images White Direct Thermal Transfer Label (4 in. x 6.5 in., 4000-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1166,1166,11096525,"Dnp Ims Black Thermal Transfer Ribbon (35436 in. x 5.12 in., 12-Roll)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1167,1167,10024162,"Elkay 2-Mil Clear Single Track Poly Reclosable Bags (4 in. x 8 in., 1000-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1168,1168,10987256,Prime Time Packaging Brown Plain Shopping Bag (14 in. x 9.75 in. x 15.5 in.),Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1169,1169,10084522,"Laddawn 2-Mil Clear LDPE Zipper Reclosable Bag (10 in. x 13 in., 1000-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1170,1170,10023204,"Elkay 2-Mil Clear LDPE Flat Open Top Bags (12 in. x 20 in., 1000-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1171,1171,10693361,"General Data White Direct Thermal Label (3in. x 4 in., 7200-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1172,1172,10771543,"General Data White Thermal Transfer Ribbon (51.96 in. x 17712 in., 24-Roll)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1173,1173,10771559,"Id Images White Direct Thermal Label (4 in. x 6 in., 4000-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1174,1174,10774667,"General Data White Direct Thermal Label (4 in. x 6 in., 5700-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1175,1175,10024049,"StratoGrey™ Clear Static Shielding Poly Open Top Bags (6 in. x 12 in., 500-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1176,1176,10022915,"Elkay 6-Mil Clear LDPE Flat Open Top Bags (4 in. x 6 in., 1000-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1177,1177,10023733,"Elkay® 2-Mil Clear Gusset Pallet Cover (51 in. x 49 in. x 73 in., 50-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1178,1178,10023114,"Elkay 2-Mil Clear LDPE Flat Open Top Bags (6 in. x 10 in., 1000-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1179,1179,10023749,"Elkay® 1.25-Mil Clear Poly Pallet Cover (60 in. x 60 in., 250-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1180,1180,11133983,ShockWatch®WarmMark® White/Blue Temperature Indicator (1000-Piece),Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1181,1181,10535237,"Id Images White Direct Thermal Label (4 in. x 6 in., 4000-Piece)",Chemicals_Cleaners,Product,10728069,"TUFflex® 94.7-lbs Natural Carton Sealing Tape Roll (3 in. x 450 ft., 10-Piece)",10906146.0,TUFflex® Clear Cushioning Bubble Wrap (48 in. x 250 ft.),11075611.0,Premier Protective Packaging Clear Bubble Bag (16 in. x 20 in.),11079695.0,"Wypall® X70 White Medium Duty Cloth (11.1 in. x 16.8 in., 200 Cloths/CS)",,,,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1182,1182,10617825,"Id Images White Direct Thermal Label (4 in. x 6 in., 2000-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1183,1183,10023671,"Elkay 2-Mil Clear LDPE Gusset Poly Open Top Bags (24 in. x 20 in. x 48 in., 100-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1184,1184,10920777,Thermosafe 4.1-Mil White Refrigerant Gel Pack (24 oz.),Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1185,1185,10923053,"CRYOVAC® 70 Ga. Clear Shrink Film Roll (17 in. x 7500 ft., 1-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1186,1186,10923055,"CRYOVAC® 70 Ga. Clear Shrink Film Roll (21 in. x 7500 ft., 1-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1187,1187,10923057,"CRYOVAC® 70 Ga. Clear Shrink Film Roll (15 in. x 3750 ft., 1-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1188,1188,10618225,"Nordic Ice® Freezer Safe White Gel Pack (10.5 in. x 7.5 in. x 1.25 in., 12 -Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1189,1189,10612736,"CRYOVAC® 42 Ga. Clear Shrink Film Roll (20 in. x 6250 ft., 1-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1190,1190,10612126,Instapak® Clear SEALED AIR® Foam Packaging (55 gal.),Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1191,1191,10024244,"Elkay 2-Mil Clear Single Track Poly Reclosable Bags (9 in. x 12 in., 1000-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1192,1192,10612128,Instapak® Clear SEALED AIR® Foam Packaging (55 gal.),Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1193,1193,10981985,"Dnp Ims Black Thermal Transfer Ribbon (4800 in. x 110 in., 12-Roll)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1194,1194,10024232,"Elkay 4-Mil Clear Single Track Poly Reclosable Bags (8 in. x 10 in., 1000-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1195,1195,10597087,"CRYOVAC® 55 Ga. Clear Shrink Film Roll (18 in. x 4770 ft., 1-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1196,1196,10024248,"Elkay 2-Mil Clear Single Track Poly Reclosable Bags (10 in. x 12 in., 1000-Piece)",Chemicals_Cleaners,Product,10728005,"TUFflex 1.95 Mil. Clear Carton Sealing Tape Roll (72 mm. x 914 m., 192-Piece)",11120560.0,Fasfil Brown Void Fill (15 in. x 19200 in.),10495384.0,"Nordic Ice® Freezer Safe White Gel Pack (6.5 in. x 5.5 in. x 1 in., 36 -Piece)",,,,,,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1197,1197,10597088,"CRYOVAC® 55 Ga. Clear Shrink Film Roll (20 in. x 4770 ft., 1-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1198,1198,10114125,"Laddawn 1.5-Mil Clear LDPE Gaylord Liner (54 in. x 44 in. x 72 in., 75-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1199,1199,10307707,"Component Hardware Black Swivel Caster (3 in. x 4 in., 4-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1200,1200,10970350,"American Eagle Paper Mills® White Toilet Tissue Paper (12 in. x 30 in., 48-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1201,1201,10143121,General Data White Direct Thermal Transfer Label (3 in. x 4 in.),Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1202,1202,10024257,"Elkay 4-Mil Clear Single Track Poly Reclosable Bags (12 in. x 15 in., 500-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1203,1203,10594675,"Impackt 8-lbs 2.5-Mil White Poly Mailer (19 in. x 24 in., 200-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1204,1204,10594855,"CRYOVAC® 42 Ga. Clear Shrink Film Roll (24 in. x 6250 ft., 1-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1205,1205,10024260,"Elkay 4-Mil Clear Single Track Poly Reclosable Bags (13 in. x 18 in., 500-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1206,1206,10594081,"CRYOVAC® 42 Ga. Clear Recyclable Shrink Film Roll (16 in. x 6250 ft., 1-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1207,1207,10968459,"General Data White Uncoated Direct Thermal Label (4 in. x 8 in., 3000-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1208,1208,10023970,"Header Pak® 1.5-Mil Clear Polyethylene Wicketed Bags (9 in. x 12 in., 1000-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
1209,1209,10918173,"Precision 28 Ga. Clear Stretch Film Roll (17.25 in. x 1500 ft., 32-Piece)",Chemicals_Cleaners,Cat 3,10943393.0,,10725287.0,,11119999.0,,11079423.0,,10542533.0,,Can Liners_High Density,"[10943393, 10725287, 11119999, 11079423, 10542533]"
